dataset,source,generator,implementation,perturbation_type,perturbation_strength,seed,decision_rule,n_common_samples,ari,nmi,vi,prediction_agreement,accuracy_original,accuracy_perturbed,balanced_accuracy_original,balanced_accuracy_perturbed,macro_f1_original,macro_f1_perturbed,decision_accuracy_gain_original_vs_nearest,decision_accuracy_gain_perturbed_vs_nearest,native_decision_gain_original,native_decision_gain_perturbed
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,21,nearest_center,500,0.0,0.0,1.3367857549275646,0.946,0.86,0.902,0.5,0.6679401993355482,0.46236559139784944,0.7202908974666347,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,21,radius_aware_distance,500,0.0,0.0,1.3367857549275646,0.75,0.86,0.778,0.5,0.7034883720930232,0.46236559139784944,0.6464405160057334,0.0,-0.124,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,21,three_center_inverse_distance_vote,500,0.0,0.0,1.3367857549275646,0.982,0.86,0.874,0.5,0.5559800664451827,0.46236559139784944,0.567063868387416,0.0,-0.028000000000000025,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,21,native_radius_aware,500,0.0,0.0,1.3367857549275646,0.75,0.86,0.778,0.5,0.7034883720930232,0.46236559139784944,0.6464405160057334,0.0,-0.124,0.0,-0.124
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,21,nearest_center,500,0.00871873559640289,0.2762969236608904,4.2532830668654675,0.866,0.896,0.89,0.6285714285714286,0.7865448504983389,0.67603668261563,0.7781810848961483,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,21,radius_aware_distance,500,0.00871873559640289,0.2762969236608904,4.2532830668654675,0.962,0.862,0.888,0.5609634551495016,0.6059800664451827,0.5744890785530161,0.6437840313470052,-0.03400000000000003,-0.0020000000000000018,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,21,three_center_inverse_distance_vote,500,0.00871873559640289,0.2762969236608904,4.2532830668654675,0.896,0.884,0.896,0.5857142857142857,0.7541528239202657,0.614751049471279,0.7701149425287357,-0.01200000000000001,0.006000000000000005,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,21,native_radius_aware,500,0.00871873559640289,0.2762969236608904,4.2532830668654675,0.962,0.862,0.888,0.5609634551495016,0.6059800664451827,0.5744890785530161,0.6437840313470052,-0.03400000000000003,-0.0020000000000000018,-0.03400000000000003,-0.0020000000000000018
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,42,nearest_center,500,0.0,0.0,0.22510384996255448,0.976,0.86,0.88,0.5,0.5774086378737542,0.46236559139784944,0.6014666029013231,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,42,radius_aware_distance,500,0.0,0.0,0.22510384996255448,0.922,0.86,0.858,0.5,0.6124584717607974,0.46236559139784944,0.634469053429298,0.0,-0.02200000000000002,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,42,three_center_inverse_distance_vote,500,0.0,0.0,0.22510384996255448,0.998,0.86,0.858,0.5,0.49883720930232556,0.46236559139784944,0.46178686759956944,0.0,-0.02200000000000002,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,42,native_radius_aware,500,0.0,0.0,0.22510384996255448,0.922,0.86,0.858,0.5,0.6124584717607974,0.46236559139784944,0.634469053429298,0.0,-0.02200000000000002,0.0,-0.02200000000000002
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,42,nearest_center,500,0.0,0.0,0.2638649208026663,0.944,0.86,0.916,0.5,0.7,0.46236559139784944,0.7624326892619575,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,42,radius_aware_distance,500,0.0,0.0,0.2638649208026663,0.0,0.86,0.14,0.5,0.5,0.46236559139784944,0.12280701754385964,0.0,-0.776,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,42,three_center_inverse_distance_vote,500,0.0,0.0,0.2638649208026663,0.944,0.86,0.916,0.5,0.7,0.46236559139784944,0.7624326892619575,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,42,native_radius_aware,500,0.0,0.0,0.2638649208026663,0.0,0.86,0.14,0.5,0.5,0.46236559139784944,0.12280701754385964,0.0,-0.776,0.0,-0.776
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,42,nearest_center,500,0.0,0.0,0.776407243236158,0.962,0.86,0.886,0.5,0.610797342192691,0.46236559139784944,0.6484909779351004,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,42,radius_aware_distance,500,0.0,0.0,0.776407243236158,0.856,0.86,0.844,0.5,0.6820598006644518,0.46236559139784944,0.6798975672215108,0.0,-0.04200000000000004,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,42,three_center_inverse_distance_vote,500,0.0,0.0,0.776407243236158,0.986,0.86,0.866,0.5,0.5333887043189369,0.46236559139784944,0.5286403737107962,0.0,-0.020000000000000018,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,42,native_radius_aware,500,0.0,0.0,0.776407243236158,0.856,0.86,0.844,0.5,0.6820598006644518,0.46236559139784944,0.6798975672215108,0.0,-0.04200000000000004,0.0,-0.04200000000000004
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,42,nearest_center,500,0.013488378518841127,0.2861494917333898,4.050925087730274,0.884,0.896,0.896,0.6285714285714286,0.7720930232558139,0.67603668261563,0.7787309368191722,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,42,radius_aware_distance,500,0.013488378518841127,0.2861494917333898,4.050925087730274,0.964,0.862,0.886,0.5609634551495016,0.5988372093023255,0.5744890785530161,0.6335583413693346,-0.03400000000000003,-0.010000000000000009,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,42,three_center_inverse_distance_vote,500,0.013488378518841127,0.2861494917333898,4.050925087730274,0.934,0.884,0.89,0.5857142857142857,0.6789036544850499,0.614751049471279,0.7168422244874844,-0.01200000000000001,-0.006000000000000005,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,42,native_radius_aware,500,0.013488378518841127,0.2861494917333898,4.050925087730274,0.964,0.862,0.886,0.5609634551495016,0.5988372093023255,0.5744890785530161,0.6335583413693346,-0.03400000000000003,-0.010000000000000009,-0.03400000000000003,-0.010000000000000009
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,2026,nearest_center,500,0.0,0.0,0.22510384996255448,0.978,0.86,0.882,0.5,0.5785714285714285,0.46236559139784944,0.6037023603218743,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,2026,radius_aware_distance,500,0.0,0.0,0.22510384996255448,0.924,0.86,0.86,0.5,0.6136212624584717,0.46236559139784944,0.636688257764491,0.0,-0.02200000000000002,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.22510384996255448,1.0,0.86,0.86,0.5,0.5,0.46236559139784944,0.46236559139784944,0.0,-0.02200000000000002,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_kmeans_binary,repository_cleanroom,label_flip,0.05,2026,native_radius_aware,500,0.0,0.0,0.22510384996255448,0.924,0.86,0.86,0.5,0.6136212624584717,0.46236559139784944,0.636688257764491,0.0,-0.02200000000000002,0.0,-0.02200000000000002
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,2026,nearest_center,500,0.0,0.0,0.2638649208026663,0.944,0.86,0.916,0.5,0.7,0.46236559139784944,0.7624326892619575,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,2026,radius_aware_distance,500,0.0,0.0,0.2638649208026663,0.0,0.86,0.14,0.5,0.5,0.46236559139784944,0.12280701754385964,0.0,-0.776,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.2638649208026663,0.944,0.86,0.916,0.5,0.7,0.46236559139784944,0.7624326892619575,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",tree_class_means_binary,repository_cleanroom,label_flip,0.05,2026,native_radius_aware,500,0.0,0.0,0.2638649208026663,0.0,0.86,0.14,0.5,0.5,0.46236559139784944,0.12280701754385964,0.0,-0.776,0.0,-0.776
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,2026,nearest_center,500,0.0,0.0,0.766363384634728,0.968,0.86,0.892,0.5,0.6142857142857143,0.46236559139784944,0.6565060302274693,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,2026,radius_aware_distance,500,0.0,0.0,0.766363384634728,0.858,0.86,0.846,0.5,0.6832225913621263,0.46236559139784944,0.6821307969847836,0.0,-0.04600000000000004,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.766363384634728,0.99,0.86,0.87,0.5,0.5357142857142857,0.46236559139784944,0.5315315315315315,0.0,-0.02200000000000002,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.05,2026,native_radius_aware,500,0.0,0.0,0.766363384634728,0.858,0.86,0.846,0.5,0.6832225913621263,0.46236559139784944,0.6821307969847836,0.0,-0.04600000000000004,0.0,-0.04600000000000004
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,2026,nearest_center,500,0.013252073798185375,0.28480598177728855,4.077694492929323,0.904,0.896,0.912,0.6285714285714286,0.787375415282392,0.67603668261563,0.8054818744473917,0.0,0.0,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,2026,radius_aware_distance,500,0.013252073798185375,0.28480598177728855,4.077694492929323,0.966,0.862,0.888,0.5609634551495016,0.6,0.5744890785530161,0.636098981077147,-0.03400000000000003,-0.02400000000000002,,
